,researcher,skill,code,terms,preprocessed_terms
3156,"Lessner , Susan M.",vascular surgeon,['H.1.1'],"['Systems and Information Theory (E.4)', ' General systems theory', ' Information theory', ' Value of information']","['system information theory', 'general system theory', 'information theory', 'value information']"
3157,"Lessner , Susan M.",risk acute,['C.0'],"['GENERAL', ' Hardware/software interfaces', ' Instruction set design (e.g., RISC, CISC, VLIW) (REVISED)', ' Modeling of computer architecture (NEW)', ' System architectures', ' Systems specification methodology']","['general', 'hardwaresoftware interface', 'instruction set design eg risc cisc vliw revised', 'modeling computer architecture new', 'system architecture', 'system specification methodology']"
3158,"Lessner , Susan M.",rupture intraplaque,['I.2.3'],"['Deduction and Theorem Proving (F.4.1)', ' Answer/reason extraction', ' Deduction (e.g., natural, rule-based)', ' Inference engines (NEW)', ' Logic programming', ' Mathematical induction', ' Metatheory**', ' Nonmonotonic reasoning and belief revision', ' Resolution', "" Uncertainty, ``fuzzy,'' and probabilistic reasoning""]","['deduction theorem proving', 'answerreason extraction', 'deduction eg natural rulebased', 'inference engine new', 'logic programming', 'mathematical induction', 'metatheory', 'nonmonotonic reasoning belief revision', 'resolution', 'uncertainty fuzzy probabilistic reasoning']"
3159,"Lessner , Susan M.",arterial dissection,['J.5'],"['ARTS AND HUMANITIES', ' Architecture (NEW)', ' Arts, fine and performing**', ' Fine arts (NEW)', ' Language translation', ' Linguistics', ' Literature', ' Music**', ' Performing arts (e.g., dance, music) (NEW)']","['art humanity', 'architecture new', 'art fine performing', 'fine art new', 'language translation', 'linguistics', 'literature', 'music', 'performing art eg dance music new']"
3160,"Lessner , Susan M.",collaborate faculty,['K.3.1'],"['Computer Uses in Education', ' Collaborative learning (NEW)', ' Computer-assisted instruction (CAI)', ' Computer-managed instruction (CMI)', ' Distance learning (NEW)']","['computer us education', 'collaborative learning new', 'computerassisted instruction cai', 'computermanaged instruction cmi', 'distance learning new']"
3161,"Lessner , Susan M.",biomechanical biological,['A.0'],"['GENERAL', ' Biographies/autobiographies', ' Conference proceedings', ' General literary works (e.g., fiction, plays)']","['general', 'biographiesautobiographies', 'conference proceeding', 'general literary work eg fiction play']"
3162,"Lessner , Susan M.",biomechanics atherosclerosis,['A.0'],"['GENERAL', ' Biographies/autobiographies', ' Conference proceedings', ' General literary works (e.g., fiction, plays)']","['general', 'biographiesautobiographies', 'conference proceeding', 'general literary work eg fiction play']"
3163,"Lessner , Susan M.",blood vessel,['D.2.11'],"['Software Architectures (NEW)', ' Data abstraction (NEW)', ' Domain-specific architectures (NEW)', ' Information hiding (NEW)', ' Languages (e.g., description, interconnection, definition) (NEW)', ' Patterns (e.g., client/server, pipeline, blackboard) (NEW)']","['software architecture new', 'data abstraction new', 'domainspecific architecture new', 'information hiding new', 'language eg description interconnection definition new', 'pattern eg clientserver pipeline blackboard new']"
3164,"Lessner , Susan M.",approach understand,['G.1.2'],"['Approximation', ' Approximation of surfaces and contours (NEW)', ' Chebyshev approximation and theory', ' Elementary function approximation', ' Fast Fourier transforms (FFT) (NEW)', ' Least squares approximation', ' Linear approximation', ' Minimax approximation and algorithms', ' Nonlinear approximation', ' Rational approximation', ' Special function approximations (NEW)', ' Spline and piecewise polynomial approximation', ' Wavelets and fractals (NEW)']","['approximation', 'approximation surface contour new', 'chebyshev approximation theory', 'elementary function approximation', 'fast fourier transforms fft new', 'least square approximation', 'linear approximation', 'minimax approximation algorithm', 'nonlinear approximation', 'rational approximation', 'special function approximation new', 'spline piecewise polynomial approximation', 'wavelet fractal new']"
3165,"Lessner , Susan M.",arterial tissue,['J.5'],"['ARTS AND HUMANITIES', ' Architecture (NEW)', ' Arts, fine and performing**', ' Fine arts (NEW)', ' Language translation', ' Linguistics', ' Literature', ' Music**', ' Performing arts (e.g., dance, music) (NEW)']","['art humanity', 'architecture new', 'art fine performing', 'fine art new', 'language translation', 'linguistics', 'literature', 'music', 'performing art eg dance music new']"
3166,"Lessner , Susan M.",suggests plaque,['H.2.1'],"['Logical Design', ' Data models', ' Normal forms', ' Schema and subschema']","['logical design', 'data model', 'normal form', 'schema subschema']"
3167,"Lessner , Susan M.",understanding interplay,['I.2.3'],"['Deduction and Theorem Proving (F.4.1)', ' Answer/reason extraction', ' Deduction (e.g., natural, rule-based)', ' Inference engines (NEW)', ' Logic programming', ' Mathematical induction', ' Metatheory**', ' Nonmonotonic reasoning and belief revision', ' Resolution', "" Uncertainty, ``fuzzy,'' and probabilistic reasoning""]","['deduction theorem proving', 'answerreason extraction', 'deduction eg natural rulebased', 'inference engine new', 'logic programming', 'mathematical induction', 'metatheory', 'nonmonotonic reasoning belief revision', 'resolution', 'uncertainty fuzzy probabilistic reasoning']"
3168,"Lessner , Susan M.",plaque rupture,['A.0'],"['GENERAL', ' Biographies/autobiographies', ' Conference proceedings', ' General literary works (e.g., fiction, plays)']","['general', 'biographiesautobiographies', 'conference proceeding', 'general literary work eg fiction play']"
3169,"Lessner , Susan M.",emphasis mechanical failure plaque rupture intraplaque angiogenesis atherosclerotic plaque rupture leading cause acute cardiovascular event heart attack stroke evidence suggests plaque rupture result adverse interaction biomechanical biological factor focus understanding interplay type factor,"['K.4.2', 'K.4.3']","['Social Issues', ' Abuse and crime involving computers**', ' Assistive technologies for persons with disabilities (NEW)', ' Employment', ' Handicapped persons/special needs**', 'Organizational Impacts', ' Automation (NEW)', ' Computer-supported collaborative work (NEW)', ' Employment (NEW)', ' Reengineering (NEW)']","['social issue', 'abuse crime involving computer', 'assistive technology person disability new', 'employment', 'handicapped personsspecial need', 'organizational impact', 'automation new', 'computersupported collaborative work new', 'employment new', 'reengineering new']"
3170,"Lessner , Susan M.",micromechanics arterial,"['C.5.3', 'B.7.1']","['Microcomputers', ' Microprocessors', ' Personal computers', ' Portable devices (e.g., laptops, personal digital assistants) (NEW)', ' Workstations', 'Types and Design Styles', ' Advanced technologies', ' Algorithms implemented in hardware', ' Gate arrays', ' Input/output circuits', ' Memory technologies', ' Microprocessors and microcomputers', ' Standard cells**', ' VLSI (very large scale integration)']","['microcomputer', 'microprocessor', 'personal computer', 'portable device eg laptop personal digital assistant new', 'workstation', 'type design style', 'advanced technology', 'algorithm implemented hardware', 'gate array', 'inputoutput circuit', 'memory technology', 'microprocessor microcomputer', 'standard cell', 'vlsi large scale integration']"
3171,"Lessner , Susan M.",expression biomechanics,['I.1.1'],"['Expressions and Their Representation (E.1-2)', ' Representations (general and polynomial)', ' Simplification of expressions']","['expression representation', 'representation general polynomial', 'simplification expression']"
3172,"Lessner , Susan M.",endarterectomy specimen,"['I.4.3', 'D.2.7']","['Enhancement', ' Filtering', ' Geometric correction', ' Grayscale manipulation', ' Registration', ' Sharpening and deblurring**', ' Smoothing', 'Distribution, Maintenance, and Enhancement (REVISED)', ' Corrections**', ' Documentation', ' Enhancement**', ' Extensibility**', ' Portability', ' Restructuring, reverse engineering, and reengineering (REVISED)', ' Version control']","['enhancement', 'filtering', 'geometric correction', 'grayscale manipulation', 'registration', 'sharpening deblurring', 'smoothing', 'distribution maintenance enhancement revised', 'correction', 'documentation', 'enhancement', 'extensibility', 'portability', 'restructuring reverse engineering reengineering revised', 'version control']"
3173,"Lessner , Susan M.",wall failure,['G.1.2'],"['Approximation', ' Approximation of surfaces and contours (NEW)', ' Chebyshev approximation and theory', ' Elementary function approximation', ' Fast Fourier transforms (FFT) (NEW)', ' Least squares approximation', ' Linear approximation', ' Minimax approximation and algorithms', ' Nonlinear approximation', ' Rational approximation', ' Special function approximations (NEW)', ' Spline and piecewise polynomial approximation', ' Wavelets and fractals (NEW)']","['approximation', 'approximation surface contour new', 'chebyshev approximation theory', 'elementary function approximation', 'fast fourier transforms fft new', 'least square approximation', 'linear approximation', 'minimax approximation algorithm', 'nonlinear approximation', 'rational approximation', 'special function approximation new', 'spline piecewise polynomial approximation', 'wavelet fractal new']"
3174,"Lessner , Susan M.",particularly interested intraplaque angiogenesis,['F.3.2'],"['Semantics of Programming Languages (D.3.1)', ' Algebraic approaches to semantics', ' Denotational semantics', ' Operational semantics', ' Partial evaluation (NEW)', ' Process models (NEW)', ' Program analysis (NEW)']","['semantics programming language', 'algebraic approach semantics', 'denotational semantics', 'operational semantics', 'partial evaluation new', 'process model new', 'program analysis new']"
3175,"Lessner , Susan M.",factor focus,['F.2.1'],"['Numerical Algorithms and Problems (G.1, G.4, I.1)', ' Computation of transforms (e.g., fast Fourier transform)', ' Computations in finite fields', ' Computations on matrices', ' Computations on polynomials', ' Number-theoretic computations (e.g., factoring, primality testing)']","['numerical algorithm problem', 'computation transforms eg fast fourier transform', 'computation finite field', 'computation matrix', 'computation polynomial', 'numbertheoretic computation eg factoring primality testing']"
